"/home/drh/Music/Lobo - Me And You And A Dog Named Boo.mp3","Lobo","Super Hits of the '70s: Have a Nice Day, Vol. 5","Me and You and a Dog Named Boo"
"/home/drh/Music/Pearl Jam - Porch.mp3","Pearl Jam","Ten","Porch"
"/home/drh/Music/Sweethearts of the Rodeo - Uphill All The Way.mp3","Sweethearts of the Rodeo","Buffalo Zone","Uphill All The Way"
"/home/drh/Music/Sam Hunt - Body Like A Back Road.mp3","Sam Hunt","Body Like A Back Road","Body Like A Back Road"
"/home/drh/Music/Grieg Piano Concerto in A Minor.mp3","Grieg","Classical Album","Piano Concerto in A Minor"
"/home/drh/Music/Collin Raye - Latter Day Cowboy.mp3","Collin Raye","In This Life","Latter Day Cowboy"
"/home/drh/Music/Pink - Please Don't Leave Me.mp3","Pink","Funhouse","Please Don't Leave Me"
"/home/drh/Music/Allison Moorer - Alabama Song.mp3","Allison Moorer","Alabama Song","Alabama Song"
"/home/drh/Music/Helen Reddy - Peaceful.mp3","Helen Reddy","Helen Reddy's Greatest Hits (And More)","Peaceful"
"/home/drh/Music/Shannon Noll - Now I Run.mp3","Shannon Noll","Lift","Now I Run"
"/home/drh/Music/Matt Nathanson - Falling Apart.mp3","Matt Nathanson","Some Mad Hope","Falling Apart"
"/home/drh/Music/Destiny's Child - Survivor.mp3","Destiny's Child","Survivor","Survivor"
"/home/drh/Music/Mest - Walking on Broken Glass.mp3","Mest","Mest","Walking on Broken Glass"
"/home/drh/Music/Sarah Harmer - Tether.mp3","Sarah Harmer","All of Our Names","Tether"
"/home/drh/Music/Cheyenne Kimball - Hello Goodbye.mp3","Cheyenne Kimball","The Day Has Come","Hello Goodbye"
"/home/drh/Music/Heart - What About Love.mp3","Heart","These Dreams - Heart's Greatest Hits","What About Love"
"/home/drh/Music/Pipkins - Gimme Dat Ding.mp3","Pipkins","Super Hits of the '70s: Have a Nice Day, Vol. 6","Gimme Dat Ding"
"/home/drh/Music/Supertramp - The Logical Song.mp3","Supertramp","Yesterdays","The Logical Song"
"/home/drh/Music/Rick James - Super Freak.mp3","Rick James","Pure Funk","Super Freak"
"/home/drh/Music/ELO - Hold on Tight.mp3","ELO","Time","Hold on Tight"
"/home/drh/Music/Gary Glitter - Rock & Roll, Pt 2.mp3","Gary Glitter","Super Hits of the '70s: Have a Nice Day, Vol. 9","Rock & Roll, Pt. 2"
"/home/drh/Music/Fleetwood Mac - For Your Love.mp3","Fleetwood Mac","Mystery To Me","For Your Love"
"/home/drh/Music/Pentatonix - Radioactive.mp3","Pentatonix & Lindsey Stirling","Radioactive","Radioactive"
"/home/drh/Music/Eric Carmen - Never Gonna Fall in Love Again.mp3","Eric Carmen","The Best Of Eric Carmen","Never Gonna Fall In Love Again"
"/home/drh/Music/Earl Klugh - Christina.mp3","Earl Klugh","Best Of Earl Klugh","Christina"
"/home/drh/Music/Jason Aldean - I'm Just A Man.mp3","Jason Aldean","Jason Aldean","I'm Just A Man"
"/home/drh/Music/Gino Vannelli - I Just Wanna Stop.mp3","Gino Vannelli","Super Hits of the '70s: Have a Nice Day, Vol. 25","I Just Wanna Stop"
"/home/drh/Music/Tim McGraw - My Best Friend.mp3","Tim McGraw","Greatest Hits","My Best Friend"
"/home/drh/Music/Ed Sheeran - Grade 8.mp3","Ed Sheeran","+","Grade 8"
"/home/drh/Music/Olivia Newton-John - The Best Of Me.mp3","Olivia Newton-John","Gold","The Best Of Me"
"/home/drh/Music/Jeff Lynne - Hitchiker.mp3","Jeff Lynne","Armchair Theatre","Hitchiker"
"/home/drh/Music/Montgomery Gentry - Speed.mp3","Montgomery Gentry","Playlist: The Very Best Of Montgomery Gentry","Speed"
"/home/drh/Music/Reunion - Life Is a Rock (But the Radio Rolled Me).mp3","Reunion","Super Hits of the '70s: Have a Nice Day, Vol. 13","Life Is a Rock (But the Radio Rolled Me)"
"/home/drh/Music/Laura Branigan - Gloria.mp3","Laura Branigan","Rock The First","Gloria"
"/home/drh/Music/Meatloaf - Paradise by the Dashboard Lights.mp3","Meatloaf","Bat Out Of Hell","Paradise By The Dashboard Lights"
"/home/drh/Music/Midnight Oil - The Dead Heart (Remastered).mp3","Midnight Oil","20000 Watt RSL - The Midnight Oil Collection","The Dead Heart (Remastered)"
"/home/drh/Music/Fleetwood Mac - Say You Will.mp3","Fleetwood Mac","Say You Will","Say You Will"
"/home/drh/Music/APP - I Wouldn't Want To Be Like You.mp3","Alan Parsons Project","I Robot","I Wouldn't Want To Be Like You"
"/home/drh/Music/APP - Old and Wise.mp3","Alan Parsons Project","Eye in the Sky","Old and Wise"
"/home/drh/Music/Will Downing - Daydreaming.mp3","Will Downing","Emotions","Daydreaming"
"/home/drh/Music/Don Ross - The Is-Oght Controversy.mp3","Don Ross","Bearing Straight","The Is-Oght Controversy"
"/home/drh/Music/Trombone Shorty - Say That To Say This.mp3","Trombone Shorty","Say That To Say This","Say That To Say This"
"/home/drh/Music/Taylor Swift - You're Not Sorry.mp3","Taylor Swift","Fearless","You're Not Sorry"
"/home/drh/Music/Weezer - Buddy Holly.mp3","Weezer","Weezer","Buddy Holly"
"/home/drh/Music/Andrea Bocelli - The Christmas Song.mp3","Andrea Bocelli","My Christmas","The Christmas Song"
"/home/drh/Music/Zac Brown Band - Keep Me In Mind.mp3","Zac Brown Band","You Get What You Give","Keep Me In Mind"
"/home/drh/Music/Jay Ferguson - Thunder Island.mp3","Jay Ferguson","Super Hits of the '70s: Have a Nice Day, Vol. 21","Thunder Island"
"/home/drh/Music/Petula Clark - Downtown.mp3","Petula Clark","The Ultimate Petula Clark","Downtown"
"/home/drh/Music/Lady Antebellum - Better Off Now (That You're Gone).mp3","Lady Antebellum","Golden","Better Off Now (That You're Gone)"
"/home/drh/Music/Bryan Tey - What Child is This.mp3","Bryan Tey","Unknown album (1/2/2022 5:25:39 PM)","What Child is This"
"/home/drh/Music/Rascal Flatts - Long Slow Beautiful Dance.mp3","Rascal Flatts","Rascal Flatts","Long Slow Beautiful Dance"
"/home/drh/Music/Sean Kingston - Magical.mp3","Sean Kingston","Tomorrow","Magical"
"/home/drh/Music/Toad the Wet Sprocket - Fall Down.mp3","Toad the Wet Sprocket","Dulcinea","Fall Down"
"/home/drh/Music/Megan Slankard - What It's Worth.mp3","Megan Slankard","Running on Machinery","What It's Worth"
"/home/drh/Music/Lady Antebellum - When You Got a Good Thing.mp3","Lady Antebellum","Need You Now","When You Got a Good Thing"
"/home/drh/Music/Huey Lewis - The Power of Love.mp3","Huey Lewis","American Anthems","The Power of Love"
"/home/drh/Music/Bree Sharp - America.mp3","Bree Sharp","A Cheap And Evil Girl","America"
"/home/drh/Music/Pink - Nobody Knows.mp3","Pink","I'm Not Dead","Nobody Knows"
"/home/drh/Music/Taylor Swift - Out Of The Woods.mp3","Taylor Swift","1989 [+digital booklet]","Out Of The Woods"
"/home/drh/Music/ELO - Ticket To The Moon.mp3","ELO","Time (Remaster)","Ticket To The Moon"
"/home/drh/Music/Steve Miller Band - Rock'n Me.mp3","Steve Miller Band","Fly Like an Eagle","Rock'n Me"
"/home/drh/Music/Avril Lavigne - When You're Gone.mp3","Avril Lavigne","The Best Damn Thing","When You're Gone"
"/home/drh/Music/Cheyenne Kimball - I Want To.mp3","Cheyenne Kimball","The Day Has Come","I Want To"
"/home/drh/Music/Young_Lutherans_Guide.mp3","NPR","2013-06-29 1828","Young Lutheran's Guide to Orchestra"
"/home/drh/Music/Kansas - No Room for a Stranger.mp3","Kansas","Audio-Visions","No Room for a Stranger"
"/home/drh/Music/Michael Franks - Now You're In My Dreams.mp3","Michael Franks","The Camera Never Lies","Now You're In My Dreams"
"/home/drh/Music/Anne Murray - Silver Bells.mp3","Anne Murray","Anne Murray's Christmas Album","Silver Bells"
"/home/drh/Music/Crosby Stills & Nash - Cathedral.mp3","Crosby, Stills & Nash","Greatest Hits","Cathedral"
"/home/drh/Music/Chris Stapleton - Either Way.mp3","Chris Stapleton","From A Room: Volume 1","Either Way"
"/home/drh/Music/Stephen Bennett - Cornwall.mp3","Stephen Bennett","Masters of Acoustic Guitar","Cornwall"
"/home/drh/Music/Sean Kingston - Can You Feel It.mp3","Sean Kingston","Sean Kingston","Can You Feel It"
"/home/drh/Music/Sara Evans - Perfect.mp3","Sara Evans","Greatest Hits","Perfect"
"/home/drh/Music/Nickelback - Money Bought.mp3","Nickelback","Silver Side Up [Explicit]","Money Bought "
"/home/drh/Music/Classified - Oh Canada.mp3","Classified","Self Explanatory","Oh...Canada"
"/home/drh/Music/Wayne Newton - Daddy Don't You Walk So Fast.mp3","Wayne Newton","Super Hits of the '70s: Have a Nice Day, Vol. 16","Daddy Don't You Walk So Fast"
"/home/drh/Music/Kyla - If the Feeling is Gone.mp3","Kyla","Not Your Ordinary Girl","If the Feeling is Gone"
"/home/drh/Music/Alex De Grassi - Western.mp3","Alex De Grassi","Touch - Windham Hill 25 Years of Guitar","Western"
"/home/drh/Music/Carrie Underwood - Cowboy Casanova_good.mp3","Carrie Underwood","Play On","Cowboy Casanova"
"/home/drh/Music/Gretchen Wilson - Here For The Party.mp3","Gretchen Wilson","Here For The Party","Here For The Party"
"/home/drh/Music/Bruce Hornsby & the Range - Mandolin Rain.mp3","Bruce Hornsby And The Range","The Way It Is","Mandolin Rain"
"/home/drh/Music/Annie Lennox - The Saddest Song I've Got.mp3","Annie Lennox","Bare","The Saddest Song"
"/home/drh/Music/Animals - House Of The Rising Sun.mp3","The Animals","The Best Of The Animals","House Of The Rising Sun"
"/home/drh/Music/Ella Fitzgerald - Let It Snow Let It Snow LetIt Snow.mp3","Ella Fitzgerald","Hip Holidays, Vol. 2","Let It Snow! Let It Snow! LetIt Snow!"
"/home/drh/Music/Anne Murray - Christmas Wishes.mp3","Anne Murray","Best of the Season","Christmas Wishes"
"/home/drh/Music/Chris de Burgh - Where Peaceful Waters Flow.mp3","Chris de Burgh","Spark To A Flame- The Very Bes","Where Peaceful Waters Flow"
"/home/drh/Music/Veronicas - More Like Me [Explicit].mp3","The Veronicas","The Veronicas [Explicit]","More Like Me [Explicit]"
"/home/drh/Music/Train - Drive By.mp3","Train","California 37","Drive By"
"/home/drh/Music/Cherry Poppin Daddies - Mister White Keys.mp3","Cherry Poppin' Daddies","Zoot Suit Riot","Mister White Keys"
"/home/drh/Music/Seals and Crofts - Summer Breeze.mp3","Seals and Crofts","Yesterdays","Summer Breeze"
"/home/drh/Music/John Mayer - Belief.mp3","John Mayer","Continuum","Belief"
"/home/drh/Music/Dr Hook - Better Love Next Time.mp3","Dr. Hook","Greatest Hits","Better Love Next Time"
"/home/drh/Music/Glenn Medeiros - Nothing's Gonna Change My Love For You.mp3","Glenn Medeiros","80's Greatest Rock Hits Vol 11","Nothing's Gonna Change My Love For You"
"/home/drh/Music/Steve Winwood - Roll With It.mp3","Steve Winwood","Roll With It","Roll With It"
"/home/drh/Music/Judy Collins - Sisters of Mercy.mp3","Judy Collins","Wild Flowers","Sisters of Mercy"
"/home/drh/Music/Prince - Purple Rain.mp3","Prince","The Very Best Of Prince","Purple Rain"
"/home/drh/Music/Linda Ronstadt - Tracks Of My Tears.mp3","Linda Ronstadt","Linda Ronstadt - Greatest Hits","Tracks Of My Tears"
"/home/drh/Music/Eagles - Heartache Tonight.mp3","Eagles","The Very Best of the Eagles [2001]","Heartache Tonight"
"/home/drh/Music/Sister Hazel - Change Your Mind.mp3","Sister Hazel","Fortress","Change Your Mind"
"/home/drh/Music/Alabama - Love Remains.mp3","Alabama","When It All Goes South","Love Remains"
"/home/drh/Music/Jimmy Buffett - Boat Drinks.mp3","Jimmy Buffett","Songs You Know By Heart","Boat Drinks"
"/home/drh/Music/Bryan Tey - Homecoming Lullaby.mp3","Bryan Tey","Unknown album (1/2/2022 5:25:39 PM)","Homecoming Lullaby"
"/home/drh/Music/Bryan Tey - Silent Night.mp3","Bryan Tey","Unknown album (1/2/2022 5:25:39 PM)","Silent Night"
"/home/drh/Music/Sister Hazel - Champagne High.mp3","Sister Hazel","Fortress","Champagne High"
"/home/drh/Music/Grapes of Wrath - Do You Want to Tell Me.mp3","The Grapes of Wrath","Now & Again","Do You Want to Tell Me?"
"/home/drh/Music/Coldplay - The Scientist.mp3","Coldplay","A Rush Of Blood To The Head","The Scientist"
"/home/drh/Music/Bo Donaldson - Who Do You Think You Are.mp3","Bo Donaldson","Super Hits of the '70s: Have a Nice Day, Vol. 13","Who Do You Think You Are"
"/home/drh/Music/Justin Timberlake - Nothin' Else.mp3","Justin Timberlake","Justified","Nothin' Else"
"/home/drh/Music/Leah - Do Not Stand at My Grave and Weep.mp3","Leah","Otherworld","Do Not Stand at My Grave and Weep"
"/home/drh/Music/Carpenters - (Want You) Back in my life again.mp3","Carpenters","Yesterday Once More - Disc 1","(Want You) Back in My Life Again"
"/home/drh/Music/Ed Gerhard - Duet.mp3","Ed Gerhard","Masters of Acoustic Guitar","Duet"
"/home/drh/Music/Eric Clapton - Let It Rain.mp3","Eric Clapton","Complete Clapton Disc 1","Let It Rain"
"/home/drh/Music/Queen - We Are The Champions.mp3","Queen","Greatest Hits I","We Are The Champions"
"/home/drh/Music/Alisha's Attic - Intense.mp3","Alisha's Attic","Alisha Rules The World","Intense"
"/home/drh/Music/Pink - Hazard To Myself.mp3","Pink","Missundaztood","Hazard To Myself"
"/home/drh/Music/Bobbi Martin - For the Love of Him.mp3","Bobbi Martin","Super Hits of the '70s: Have a Nice Day, Vol. 2","For the Love of Him"
"/home/drh/Music/Abba - Voulez Vous.mp3","Abba","Voulez-Vous","Voulez Vous"
"/home/drh/Music/Sarah McLachlan - I Will Remember You.mp3","Sarah McLachlan","Building a Mystery Single","I Will Remember You"
"/home/drh/Music/Megan Slankard - Landed.mp3","Megan Slankard","Lady Is a Pirate","Landed"
"/home/drh/Music/Gretchen Wilson - When It Rains I Pour.mp3","Gretchen Wilson","Here For The Party","When it Rains I Pour"
"/home/drh/Music/Kenny Chesney - I Go Back.mp3","Kenny Chesney","When The Sun Goes Down","I Go Back"
"/home/drh/Music/Randy Travis - Mama Tried.mp3","Randy Travis","Tribute To Tradition","Mama Tried"
"/home/drh/Music/Alias - More Than Words Can Say.mp3","Alias","Alias","More Than Words Can Say"
"/home/drh/Music/Karen Carpenter - Remember When Lovin' Took All Night.mp3","Karen Carpenter","Karen Carpenter","Remember When Lovin' Took All Night"
"/home/drh/Music/Frankie Carle - Little Jack Frost Get Lost.mp3","Frankie Carle","Hip Holidays","Little Jack Frost Get Lost"
"/home/drh/Music/Queen - You're My Best Friend.mp3","Queen","Greatest Hits I","You're My Best Friend"
"/home/drh/Music/Eric Clapton - Cocaine.mp3","Eric Clapton","Complete Clapton Disc 1","Cocaine"
"/home/drh/Music/Christopher Cross - What Am I Supposed To Believe.mp3","Christopher Cross","Another Page","What Am I Supposed To Believe"
"/home/drh/Music/Lady Antebellum - American Honey.mp3","Lady Antebellum","Need You Now","American Honey"
"/home/drh/Music/Foreigner - I Want To Know What Love Is.mp3","Foreigner","Agent Provocateur","I Want to Know What Love Is"
"/home/drh/Music/Sonny Rollins - I Know That You Know.mp3","Sonny Rollins","Sonny Side Up","I Know That You Know"
"/home/drh/Music/Supertramp - Give A Little Bit.mp3","Supertramp","Retrospectacle","Give a Little Bit"
"/home/drh/Music/Billy Idol - White Wedding (live).mp3","Billy Idol","VH1 Storytellers","White Wedding"
"/home/drh/Music/Linda Ronstadt & The Nelson Riddle Orchestra - What's New.mp3","Linda Ronstadt","What's New","What's New"
"/home/drh/Music/Edwin McCain - Anything Good About Me.mp3","Edwin McCain","Messenger","Anything Good About Me"
"/home/drh/Music/Bach Brandenburg Concerto No.3 in G.mp3","Bach","Classical Album","Brandenburg Concerto No.3 in G"
"/home/drh/Music/Count Basie - Blues on Top.mp3","Count Basie","Swing Shift","Blues on Top"
"/home/drh/Music/Avril Lavigne - Girlfriend.mp3","Avril Lavigne","The Best Damn Thing","Girlfriend"
"/home/drh/Music/Jefferson Starship - Runaway.mp3","Jefferson Starship","Playlist: The Very Best Of Jefferson Starship","Runaway"
"/home/drh/Music/Nickelback - Never Again.mp3","Nickelback","Silver Side Up [Explicit]","Never Again [Explicit]"
"/home/drh/Music/Eric Clapton - Sweet Home Chicago.mp3","Eric Clapton","Complete Clapton Disc 2","Sweet Home Chicago"
"/home/drh/Music/Pachelbel Canon in D.mp3","Pachelbel","Classical Album","Canon in D"
"/home/drh/Music/Kansas - The Spider.mp3","Kansas","Point of Know Return [Bonus Tracks]","The Spider"
"/home/drh/Music/Byrd - Sing Joyfully.mp3","Byrd","Musica Viva Concerts 2007","Sing Joyfully"
"/home/drh/Music/Shinedown - If You Only Knew.mp3","Shinedown","The Sound of Madness","If You Only Knew"
"/home/drh/Music/Chi-Lites - Ooohh Child.mp3","Chi-Lites","Soulful Pop","Ooohh Child"
"/home/drh/Music/APP - Stereotomy.mp3","Alan Parsons Project","Stereotomy","Stereotomy"
"/home/drh/Music/Pink - Cuz I Can.mp3","Pink","I'm Not Dead","'Cuz I Can"
"/home/drh/Music/Delta Goodrem - Will You Fall For Me.mp3","Delta Goodrem","Innocent Eyes","Will You Fall For Me"
"/home/drh/Music/Mercury 4 - Right Time.mp3","Mercury 4","Mercury 4","Right Time"
"/home/drh/Music/Wadsworth Mansion - Sweet Mary.mp3","Wadsworth Mansion","Super Hits of the '70s: Have a Nice Day, Vol. 4","Sweet Mary"
"/home/drh/Music/Oasis - Wonderwall.mp3","Oasis","Time Flies... 1994-2009","Wonderwall"
"/home/drh/Music/Offspring - Come Out and Play.mp3","Offspring","Smash","Come Out and Play"
"/home/drh/Music/Deana Carter - We Danced Anyway.mp3","Deana Carter","Did I Shave My Legs for This?","We Danced Anyway"
"/home/drh/Music/Smokie - Living Next Door to Alice.mp3","Smokie","Super Hits of the '70s: Have a Nice Day, Vol. 20","Living Next Door to Alice"
"/home/drh/Music/Spyro Gyra - Daddy's Got a New Girl Now.mp3","Spyro Gyra","Rites Of Summer","Daddy's Got a New Girl Now"
"/home/drh/Music/Chet Atkins - Wobegon (The Way It Used to Be).mp3","Chet Atkins","Sails","Wobegon (The Way It Used to Be)"
"/home/drh/Music/Jam - Town Called Malice.mp3","Jam","Sing Street [Bonus Tracks] [Original Motion Picture Soundtrack]","Town Called Malice"
"/home/drh/Music/Chris Isaak - Flying.mp3","Chris Isaak","Speak of the Devil","Flying"
"/home/drh/Music/Olivia Newton-John - A Little More Love.mp3","Olivia Newton-John","Gold","A Little More Love"
"/home/drh/Music/Giorgio - Son of My Father.mp3","Giorgio","Super Hits of the '70s: Have a Nice Day, Vol. 7","Son of My Father"
"/home/drh/Music/Bobby Vinton - Roses Are Red (My Love).mp3","Bobby Vinton","The Best Of Bobby Vinton","Roses Are Red (My Love) (Single Version)"
"/home/drh/Music/Tim Janis - Sheep May Safely Graze.mp3","Tim Janis","Christmas Piano Collection","Sheep May Safely Graze"
"/home/drh/Music/James Blunt - Too Late.mp3","James Blunt","Back to Bedlam","Too Late"
"/home/drh/Music/Air Supply - Two Less Lonely.mp3","Air Supply","Now and Forever","Two Less Lonely People in the World"
"/home/drh/Music/Steve Miller Band - Serenade.mp3","Steve Miller Band","Greatest Hits 1974-78","Serenade"
"/home/drh/Music/Downtown Fiction - Freak.mp3","The Downtown Fiction","Let's Be Animals","Freak"
"/home/drh/Music/Styx - Born For Adventure.mp3","Styx","Equinox","Born For Adventure"
"/home/drh/Music/Notorious BIG - Hypnotize.mp3","The Notorious B.I.G.","Greatest Hits [Explicit]","Hypnotize [Explicit]"
"/home/drh/Music/Daniel Boone - Beautiful Sunday.mp3","Daniel Boone","Super Hits of the '70s: Have a Nice Day, Vol. 9","Beautiful Sunday"
"/home/drh/Music/Seal - If You Dont Know Me By Now.mp3","Seal","Hits","If You Don't Know Me By Now"
"/home/drh/Music/Bee Gees - Tragedy.mp3","Bee Gees","The Ultimate Bee Gees: The 50th Anniversary Collection [Deluxe Edition 2CD/1DVD] Disc 1","Tragedy"
"/home/drh/Music/Lionel Richie - Can't Slow Down.mp3","Lionel Richie","Can't Slow Down","Can't Slow Down"
"/home/drh/Music/Kansas - What's on My Mind.mp3","Kansas","Leftoverture [Bonus Tracks]","What's on My Mind"
"/home/drh/Music/Alabama - Forever's as Far as I'll go.mp3","Alabama","Pass it Down","Forever's as Far as I'll go"
"/home/drh/Music/Cantillation O Quam Preciosa from Mountain Chant.mp3","Cantillation","Musica Viva Concerts 2007","O Quam Preciosa from Mountain Chant"
"/home/drh/Music/Mormon Tabernacle Choir - Battle Hymn of the Republic.mp3","Mormon Tabernacle Choir","Fourth of July - The Official Collection","Battle Hymn of the Republic"
"/home/drh/Music/Kenny Chesney - The Good Stuff.mp3","Kenny Chesney","No Shoes, No Shirt, No Problems","The Good Stuff"
"/home/drh/Music/APP - We Play the Game.mp3","Alan Parsons","A Valid Path","We Play the Game"
"/home/drh/Music/Diamond Rio - In A Week Or Two.mp3","Diamond Rio","Greatest Hits","In A Week Or Two"
"/home/drh/Music/Tim McGraw - Senorita Margarita.mp3","Tim McGraw","A Place In The Sun","Senorita Margarita"
"/home/drh/Music/Moody Blues - Gemini Dream.mp3","Moody Blues","Voices In The Sky - The Best Of The Moody Blues","Gemini Dream"
"/home/drh/Music/Eagles - Victim of Love.mp3","Eagles","Hotel California","Victim of Love"
"/home/drh/Music/Andreas Vollenweider - Water Moon.mp3","Andreas Vollenweider","Down to the Moon","Water Moon"
"/home/drh/Music/Christopher Cross - Nature Of The Game.mp3","Christopher Cross","Another Page","Nature Of The Game"
"/home/drh/Music/Keri Hilson - Wrong When You're Gone.mp3","Keri Hilson","Keri Hilson","Wrong When Youre Gone"
"/home/drh/Music/Led Zeppelin - Misty Mountain Hop.mp3","Led Zeppelin","Remasters  Disc 1","Misty Mountain Hop"
"/home/drh/Music/David Hirschfelder - Flight of the Bumble Bee.mp3","David Hirschfelder","Shine - Original Motion Picture Soundtrack","Flight of the Bumble Bee"
"/home/drh/Music/Matt Nathanson - Drop to Hold You.mp3","Matt Nathanson","Modern Love","Drop to Hold You"
"/home/drh/Music/Paper Lace - The Night Chicago Died.mp3","Paper Lace","Super Hits of the '70s: Have a Nice Day, Vol. 13","The Night Chicago Died"
"/home/drh/Music/Dave Brubek - Theme From Mr Broadway.mp3","Dave Brubeck","Dave Brubeck's Greatest Hits","Theme From ""Mr. Broadway"" (Album Version)"
"/home/drh/Music/Ed Sheeran - Homeless.mp3","Ed Sheeran","Loose Change","Homeless"
"/home/drh/Music/Adele - Love in the Dark.mp3","Adele","25","Love in the Dark"
"/home/drh/Music/Bob and Doug - Take Off.mp3","Bob & Doug","Great White North","Take Off"
"/home/drh/Music/R Kelly - Ignition (Remix).mp3","R. Kelly","The Essential R. Kelly [Clean]","Ignition (Remix)"
"/home/drh/Music/Harold Melvin - The Love I Lost.mp3","Harold Melvin","The Best Of Harold Melvin & The Blue Notes","The Love I Lost"
"/home/drh/Music/Queen - Seaside Rendevous.mp3","Queen","A Night At The Opera","Seaside Rendevous"
"/home/drh/Music/Doug Stone - Leave Me The Radio.mp3","Doug Stone","From The Heart","Leave Me The Radio"
"/home/drh/Music/Sophie Milman - Undun.mp3","Sophie Milman","Make Someone Happy (Expanded Digital Edition)","Undun"
"/home/drh/Music/Buffalo Springfield - For What It's Worth.mp3","Buffalo Springfield","Buffalo Springfield","For What It's Worth"
"/home/drh/Music/Sarah Jarosz - House Of Mercy.mp3","Sarah Jarosz","Undercurrent","House Of Mercy"
"/home/drh/Music/Tchaikowsky - Dance of the Reed Flutes from the Nutcracker.mp3","Tchaikovsky","Flute - Greatest Hits","Dance of the Reed Flutes"
"/home/drh/Music/Chris Ledoux - Look At You Girl.mp3","Chris Ledoux","20 Greatest Hits","Look At You Girl"
"/home/drh/Music/Gloria Estefan - I See Your Smile.mp3","Gloria Estefan","Greatest Hits","I See Your Smile"
"/home/drh/Music/Matt Nathanson - Sunday New York Times.mp3","Matt Nathanson","Last of the Great Pretenders","Sunday New York Times"
"/home/drh/Music/Bee Gees - I Started a Joke.mp3","Bee Gees","The Ultimate Bee Gees: The 50th Anniversary Collection [Deluxe Edition 2CD/1DVD] Disc 2","I Started a Joke"
"/home/drh/Music/George Gershwin - Rhapsody in Blue.mp3","George Gershwin","NPR Milestones of the Millennium: Preludes, Fugues and Riffs: Jazz in Classical Music","Rhapsody in Blue"
"/home/drh/Music/George Winston - Thanksgiving.mp3","George Winston","December","Thanksgiving"
"/home/drh/Music/Gilbert O'Sullivan - Alone Again (Naturally).mp3","Gilbert O'Sullivan","Super Hits of the '70s: Have a Nice Day, Vol. 8","Alone Again (Naturally)"
"/home/drh/Music/Faure In paradisum.mp3","Faure","Classical Album","In paradisum"
"/home/drh/Music/Tanya Tucker - If Your Heart Ain't Busy Tonigt.mp3","Tanya Tucker","The Upper 48 Hits: 1972-1997 Disc 2","If Your Heart Ain't Busy Tonight"
"/home/drh/Music/Barenaked Ladies - In The Car.mp3","Barenaked Ladies","Stunt","In The Car"
"/home/drh/Music/Van Morrison - Brand New Day.mp3","Van Morrison","Moondance","Brand New Day"
"/home/drh/Music/Stroke 9 - Down.mp3","Stroke 9","Nasty Little Thoughts","Down"
"/home/drh/Music/Barry Manilow - Lay Me Down.mp3","Barry Manilow","Tryin' To Get The Feeling","Lay Me Down"
"/home/drh/Music/Heart - Alone.mp3","Heart","American Anthems","Alone"
"/home/drh/Music/Helen Reddy - I Don't Know How To Love Him.mp3","Helen Reddy","Helen Reddy's Greatest Hits (And More)","I Don't Know How To Love Him"
"/home/drh/Music/Keith Urban - We Were Us.mp3","Keith Urban; Miranda Lambert","Fuse","We Were Us"
"/home/drh/Music/Ed Sheeran - Photograph.mp3","Ed Sheeran","X","Photograph"
"/home/drh/Music/Seal - Lips Like Sugar.mp3","Seal","50 First Dates (Love Songs from the Original Motion Picture)","Lips Like Sugar"
"/home/drh/Music/ACDC - TNT.mp3","AC/DC","High Voltage","T.N.T."
"/home/drh/Music/John Denver - I'm Sorry.mp3","John Denver","Greatest Hits, Vol. 2","I'm Sorry"
"/home/drh/Music/Alison Krauss - In The Palm of Your Hands.mp3","Alison Krauss","Now That I've Found You: A Collection","In The Palm of Your Hands"
"/home/drh/Music/Styx - Mr. Roboto.mp3","Styx","Kilroy was here","Mr. Roboto"
"/home/drh/Music/Steely Dan - FM.mp3","Steely Dan","A Decade of Steely Dan","FM"
"/home/drh/Music/Beatles - While My Guitar Gently Weeps.mp3","Beatles","The Beatles (The White Album)","While My Guitar Gently Weeps"
"/home/drh/Music/Fleetwood Mac - Crystal.mp3","Fleetwood Mac","Fleetwood Mac","Crystal"
"/home/drh/Music/Led Zeppelin - Black Dog.mp3","Led Zeppelin","Remasters  Disc 1","Black Dog"
"/home/drh/Music/Cherry Poppin Daddies - Here Comes The Snake.mp3","Cherry Poppin' Daddies","Zoot Suit Riot","Here Comes The Snake"
"/home/drh/Music/America - Ventura Highway (Live).mp3","America","Homecoming","Ventura Highway (Live)"
"/home/drh/Music/Don Ross - In From The Cold.mp3","Don Ross","Bearing Straight","In From The Cold"
"/home/drh/Music/Pete Seeger - Guantanamera.mp3","Pete Seeger","Pete Seeger's Greatest Hits","Guantanamera"
"/home/drh/Music/Haydn String Quartet in B Flat Major.mp3","Haydn","Musica Viva Concerts 2007","String Quartet in B Flat Major"
"/home/drh/Music/Steve Miller Band - Winter Time.mp3","Steve Miller Band","Greatest Hits 1974-78","Winter Time"
"/home/drh/Music/Blues Traveler - Mulling It Over.mp3","Blues Traveler","Travelogue: Blues Traveler Classics","Mulling It Over"
"/home/drh/Music/Montrose - Good Rockin Tonight.mp3","Montrose","Montrose","Good Rockin' Tonight"
"/home/drh/Music/Doug Stone - In A Different Light.mp3","Doug Stone","Greatest Hits Volume 1","In A Different Light"
